plot,species,dbh_cm,count,browsed,stripped,broken
141,witch hazel,NA,8,0,0,0
141,black oak,19.7,1,NA,0,0
141,black oak,34.7,1,NA,0,0
141,red maple,3,1,0,0,0
141,red maple,3,1,0,0,0
141,red maple,3.1,1,0,0,0
141,red maple,4.7,1,0,0,0
141,red maple,5.3,1,0,0,0
141,red maple,6.1,1,NA,0,0
141,red maple,8.2,1,NA,0,0
141,red maple,8.6,1,NA,0,0
141,red maple,10.9,1,NA,0,0
141,red maple,17.5,1,NA,0,0
141,red maple,24.1,1,NA,0,0
141,red maple,29.2,1,NA,0,0
141,red maple,30.4,1,NA,0,0
141,red oak,31,1,NA,0,0
141,red oak,43.1,1,NA,0,0
141,red oak,46.9,1,NA,0,0
141,white pine,3.4,1,0,0,0
141,white pine,4.8,1,0,0,0
141,white pine,20.2,1,NA,0,0
141,white pine,34.9,1,NA,0,0
141,white pine,48.3,1,NA,0,0
141,white pine,51.5,1,NA,0,0
147,azalea,NA,3,0,0,0
147,nannyberry,NA,1,0,0,0
147,red maple,NA,3,0,0,0
147,white pine,NA,1,0,0,0
147,black cherry,5.4,1,NA,0,0
147,hemlock,36.6,1,NA,0,0
147,red maple,2.5,1,0,0,0
147,red maple,3.5,1,0,0,0
147,red maple,3.6,1,0,0,0
147,red maple,5.7,1,NA,0,0
147,red oak,7.3,1,0,0,0
147,white oak,11,1,0,0,0
147,white oak,19.1,1,0,0,0
147,white oak,36.4,1,NA,0,0
147,white oak,49.1,1,NA,0,0
147,white oak,65.5,1,NA,0,0
147,white pine,6,1,0,0,0
147,white pine,6.1,1,0,0,0
147,white pine,7,1,0,0,0
147,white pine,32.7,1,NA,0,0
153,mountain laurel,NA,1,0,0,0
153,black birch,10.6,1,NA,0,0
153,hemlock,3.3,1,0,0,0
153,hemlock,4.5,1,0,0,0
153,hemlock,4.5,1,0,0,0
153,hemlock,4.8,1,0,0,0
153,hemlock,5.3,1,0,0,0
153,hemlock,6.7,1,0,0,0
153,hemlock,8.1,1,NA,0,0
153,hemlock,8.5,1,0,0,0
153,hemlock,13,1,NA,0,0
153,hemlock,14.4,1,NA,0,0
153,hemlock,16.7,1,NA,0,0
153,hemlock,16.8,1,NA,0,0
153,hemlock,22.3,1,NA,0,0
153,hemlock,24.6,1,0,0,0
153,hemlock,26.5,1,NA,0,0
153,hemlock,29,1,NA,0,0
153,hemlock,29.7,1,0,0,0
153,hemlock,33.8,1,NA,0,0
153,red maple,6.6,1,NA,0,0
153,red oak,16.4,1,0,0,0
153,red oak,19.1,1,NA,0,0
153,red oak,30.6,1,NA,0,0
153,red oak,30.6,1,NA,0,0
153,white pine,10.7,1,NA,0,0
153,white pine,14.2,1,NA,0,0
153,white pine,17.8,1,NA,0,0
153,white pine,17.8,1,NA,0,0
153,white pine,18.6,1,NA,0,0
153,white pine,35.4,1,NA,0,0
155,black birch,NA,1,0,0,0
155,red maple,NA,1,0,0,0
155,black birch,2.8,1,NA,0,0
155,hemlock,6.7,1,0,0,0
155,hemlock,7.6,1,NA,0,0
155,hemlock,9.2,1,NA,0,0
155,hemlock,10.1,1,NA,0,0
155,hemlock,17.2,1,NA,0,0
155,hemlock,20.9,1,NA,0,0
155,hemlock,30.7,1,NA,0,0
155,hemlock,36.2,1,NA,0,0
155,red maple,7.7,1,NA,0,0
155,red maple,14.6,1,NA,0,0
155,white pine,59.2,1,NA,0,0
155,white pine,63,1,NA,0,0
155,white pine,67.5,1,NA,0,0
156,high bush blueberry,NA,1,NA,0,0
156,red maple,NA,1,0,0,0
156,white pine,NA,1,0,0,0
156,black cherry,NA,1,0,0,0
156,yellow birch,NA,1,0,0,0
156,black oak,29.5,1,NA,0,0
156,hickory,6.7,1,NA,0,0
156,red maple,15.4,1,NA,0,0
156,red maple,16.6,1,NA,0,0
156,red maple,20.8,1,NA,0,0
156,white ash,21.2,1,NA,0,0
156,white pine,2.7,1,0,0,0
156,yellow birch,3.6,1,0,0,0
156,yellow birch,4.5,1,0,0,0
156,yellow birch,12.6,1,1,0,0
156,yellow birch,28.3,1,NA,0,0
157,white pine,NA,15,0,0,0
157,larch,18.6,1,NA,0,0
157,larch,27.9,1,NA,0,0
157,larch,36.3,1,NA,0,0
157,white pine,20.4,1,NA,0,0
157,white pine,33.7,1,NA,0,0
157,white pine,43.8,1,NA,0,0
157,white pine,49.7,1,NA,0,0
157,white pine,51.5,1,0,0,0
160,witch hazel,NA,1,1,0,0
160,chestnut,2.9,1,0,0,0
160,hemlock,11,1,0,0,0
160,red maple,4.6,1,0,0,0
160,red maple,14.3,1,NA,0,0
160,red maple,18.3,1,NA,0,0
160,red oak,37,1,NA,0,0
160,white oak,27.8,1,NA,0,0
160,white pine,4.7,1,0,0,0
160,white pine,10,1,NA,0,0
160,white pine,12,1,NA,0,0
160,white pine,12.9,1,NA,0,0
160,white pine,13.8,1,NA,0,0
160,white pine,15.2,1,NA,0,0
160,white pine,16.6,1,NA,0,0
160,white pine,38.2,1,NA,0,0
160,white pine,38.8,1,NA,0,0
160,white pine,40.1,1,NA,0,0
160,white pine,43.7,1,NA,0,0
160,white pine,48.6,1,NA,0,0
162,white ash,NA,2,0,0,0
162,hop hornbeam,NA,1,0,0,0
162,chestnut,NA,2,0,0,0
162,hop hornbeam,NA,2,1,0,0
162,black birch,3.3,1,1,0,0
162,chestnut,4.1,1,0,0,0
162,chestnut,5,1,0,0,0
162,chestnut,6.2,1,NA,0,0
162,chestnut,8.9,1,NA,0,0
162,chestnut,9.1,1,NA,1,0
162,chestnut,9.6,1,0,0,0
162,hemlock,2.6,1,1,0,0
162,hemlock,4.4,1,1,0,0
162,hemlock,5.3,1,1,0,0
162,hop hornbeam,6.3,1,0,0,0
162,hop hornbeam,7.7,1,NA,0,0
162,red maple,9.9,1,NA,1,0
162,red maple,51.9,1,NA,0,0
162,sugar maple,24.1,1,NA,0,0
166,black birch,NA,26,0,0,0
166,black birch,10.4,1,NA,0,0
166,hemlock,43.6,1,1,0,0
166,hemlock,45,1,1,0,0
166,white oak,22.1,1,NA,0,0
166,white pine,22.5,1,NA,0,0
166,white pine,33.9,1,NA,0,0
166,white pine,64.6,1,NA,0,0
168,white pine,NA,16,0,0,0
168,red maple,NA,3,0,0,0
168,red oak,NA,1,1,0,0
168,black birch,NA,12,0,0,0
168,black birch,7.3,1,0,0,0
168,red maple,2.7,1,0,0,0
168,red maple,3.3,1,0,0,0
168,red maple,4.5,1,0,0,0
168,red maple,5.1,1,0,0,0
168,red maple,7.2,1,0,0,0
168,red oak,2.5,1,0,0,0
168,red oak,2.6,1,0,0,0
168,red oak,21.6,1,0,0,0
168,red oak,39.1,1,NA,0,0
168,white birch,27.9,1,NA,0,0
168,white pine,2.5,1,0,0,0
168,white pine,2.5,1,0,0,0
168,white pine,2.6,1,0,0,0
168,white pine,2.7,1,0,0,0
168,white pine,2.8,1,0,0,0
168,white pine,2.9,1,0,0,0
168,white pine,2.9,1,0,0,0
168,white pine,3,1,0,0,0
168,white pine,3.2,1,0,0,0
168,white pine,3.3,1,0,0,0
168,white pine,3.9,1,0,0,0
168,white pine,3.9,1,0,0,0
168,white pine,4.4,1,0,0,0
168,white pine,4.4,1,0,0,0
168,white pine,4.9,1,0,0,0
168,white pine,5,1,0,0,0
168,white pine,5.7,1,0,0,0
168,white pine,15.4,1,0,0,0
168,white pine,17.1,1,0,0,0
168,white oak,39.3,1,NA,0,0
170,mountain laurel,NA,1,0,0,0
170,black birch,3.5,1,0,0,0
170,black birch,4,1,0,0,0
170,black birch,4.9,1,0,0,0
170,hemlock,2.7,1,1,0,0
170,hemlock,3.1,1,0,0,0
170,hemlock,4,1,0,0,0
170,hemlock,8,1,NA,0,0
170,hemlock,8.6,1,0,0,0
170,hemlock,9.1,1,NA,0,0
170,hemlock,9.4,1,NA,0,0
170,hemlock,10.5,1,NA,0,0
170,hemlock,17.2,1,NA,0,0
170,hemlock,22.6,1,NA,0,0
170,hemlock,25.8,1,0,0,0
170,hemlock,26.2,1,NA,0,0
170,red maple,11.7,1,NA,0,0
170,red maple,20.5,1,NA,0,0
170,red maple,22.9,1,NA,0,0
170,red maple,27.1,1,NA,0,0
170,red maple,27.6,1,NA,0,0
170,red maple,28.1,1,NA,0,0
170,red maple,28.2,1,NA,0,0
170,red maple,29.9,1,NA,0,0
170,red maple,32.4,1,NA,0,0
170,red oak,18.2,1,NA,0,0
171,witch hazel,NA,1,0,0,0
171,red maple,NA,1,1,0,0
171,white pine,NA,1,0,0,0
171,beech,4.8,1,0,0,0
171,black birch,2.7,1,0,0,0
171,black birch,3.1,1,0,0,0
171,black birch,3.1,1,0,0,0
171,black birch,3.8,1,0,0,0
171,black birch,4.1,1,0,0,0
171,black birch,4.1,1,0,0,0
171,black birch,5.2,1,0,0,0
171,black birch,5.6,1,0,0,0
171,black birch,6,1,0,0,0
171,black birch,6.4,1,NA,0,0
171,black birch,6.7,1,NA,0,0
171,black birch,6.8,1,NA,0,0
171,black birch,7.9,1,0,0,0
171,black birch,8,1,NA,0,0
171,black birch,8.8,1,NA,0,0
171,black birch,8.8,1,NA,0,0
171,black birch,8.9,1,NA,0,0
171,black birch,9.5,1,NA,0,0
171,black birch,9.5,1,NA,0,0
171,black birch,10.5,1,NA,0,0
171,hickory,4,1,0,0,0
171,red maple,3.9,1,0,0,0
171,red maple,5.3,1,0,0,0
171,red maple,8.8,1,NA,0,0
171,red maple,11.9,1,NA,0,0
171,red maple,11.9,1,NA,0,0
171,red maple,14.1,1,NA,0,0
171,red oak,3,1,0,0,0
171,white ash,20.4,1,NA,0,0
171,white ash,21.6,1,NA,0,0
171,white ash,24.2,1,NA,0,0
171,white ash,28,1,NA,0,0
171,white ash,31.8,1,NA,0,0
171,white ash,33.5,1,NA,0,0
171,white pine,3.3,1,0,0,0
171,white pine,3.7,1,0,0,0
171,white pine,4.2,1,0,0,0
171,white pine,4.4,1,0,0,0
171,white pine,5.1,1,0,0,0
171,white pine,5.3,1,0,0,0
171,white pine,6,1,0,0,0
171,white pine,6.2,1,0,0,0
171,white pine,6.5,1,0,0,0
171,white pine,8,1,0,0,0
171,white pine,37.9,1,NA,0,0
171,white pine,45.6,1,NA,0,0
171,white pine,56.3,1,NA,0,0
174,witch hazel,NA,1,1,0,0
174,witch hazel,NA,1,0,0,0
174,black birch,2.5,1,0,0,0
174,black birch,7.5,1,NA,0,0
174,black birch,15.3,1,NA,0,0
174,black birch,15.6,1,NA,0,0
174,hemlock,5.7,1,1,0,0
174,hemlock,9.6,1,0,0,0
174,hemlock,16.7,1,0,0,0
174,hemlock,16.9,1,0,0,0
174,hemlock,18,1,0,0,0
174,hemlock,20.3,1,0,0,0
174,hemlock,23.3,1,0,0,0
174,hemlock,28.9,1,1,0,0
174,hemlock,35,1,1,0,0
174,Red maple,5.5,1,0,0,0
174,red maple,6.5,1,0,0,0
174,Red maple,9.6,1,NA,0,0
174,Red maple,9.9,1,NA,0,0
174,Red maple,11.5,1,NA,0,0
174,red maple,19.3,1,NA,0,0
174,white oak,33.5,1,NA,0,0
174,white oak,34.8,1,NA,0,0
174,white oak,36.7,1,NA,0,0
176,chestnut,NA,4,0,0,0
176,high bush blueberry,NA,3,0,0,0
176,maple leaf viburnum,NA,1,0,0,0
176,red maple,NA,1,0,0,0
176,winterberry,NA,6,0,0,0
176,black oak,12.1,1,NA,0,0
176,black oak,17.6,1,0,0,0
176,black oak,63.5,1,NA,0,0
176,red maple,2.9,1,0,0,0
176,red maple,3.3,1,0,0,0
176,red maple,4.3,1,0,0,0
176,red maple,4.8,1,0,0,0
176,red maple,5.4,1,0,0,0
176,red maple,6.2,1,0,0,0
176,red maple,9,1,0,0,0
176,red maple,10,1,NA,0,0
176,red maple,12.7,1,NA,0,0
176,red oak,2.8,1,0,0,0
176,red oak,33.9,1,NA,0,0
176,white pine,3.2,1,0,0,0
176,white pine,23.7,1,NA,0,0
176,white pine,27,1,NA,0,0
176,white pine,55,1,NA,0,0
180,red maple,NA,4,0,0,0
180,black cherry,NA,2,0,0,0
180,white pine,NA,3,0,0,0
180,white oak,NA,1,0,0,0
180,beech,NA,2,0,0,0
180,nannyberry,NA,1,0,0,0
180,red maple,3.2,1,0,0,0
180,red maple,3.3,1,0,0,0
180,red maple,3.4,1,0,0,0
180,red maple,3.5,1,0,0,0
180,red maple,3.6,1,0,0,0
180,red maple,3.8,1,0,0,0
180,red maple,3.9,1,0,0,0
180,red maple,4,1,0,0,0
180,red maple,4.2,1,0,0,0
180,red maple,4.3,1,0,0,0
180,red maple,4.7,1,0,0,0
180,red maple,6,1,0,0,0
180,red oak,7.5,1,0,0,0
180,red oak,27.5,1,NA,0,0
180,red oak,38.1,1,NA,0,0
180,white pine,3,1,0,0,0
180,white pine,3.2,1,0,0,0
180,white pine,3.2,1,0,0,0
180,white pine,3.8,1,0,0,0
180,white pine,4,1,0,0,0
180,white pine,20.2,1,NA,0,0
180,white pine,38.7,1,NA,0,0
180,white pine,54.5,1,NA,0,0
182,white pine,NA,5,0,0,0
182,white pine,NA,3,1,0,0
182,red maple,NA,1,0,0,0
182,sugar maple,NA,1,0,0,0
182,black cherry,NA,1,0,0,0
182,winterberry,NA,2,0,0,0
182,sugar maple,18.8,1,0,0,0
182,sugar maple,19.3,1,NA,0,0
182,sugar maple,36.6,1,NA,0,0
182,white pine,2.5,1,1,0,0
182,white pine,2.9,1,0,0,0
182,white pine,3,1,1,0,0
182,white pine,3,1,1,0,0
182,white pine,3.2,1,1,0,0
182,white pine,3.2,1,1,0,0
182,white pine,3.4,1,0,0,0
182,white pine,3.5,1,1,0,0
182,white pine,3.7,1,0,0,0
182,white pine,3.7,1,1,0,0
182,white pine,3.9,1,NA,0,0
182,white pine,3.9,1,NA,0,0
182,white pine,3.9,1,0,0,0
182,white pine,4,1,NA,0,0
182,white pine,4,1,NA,0,0
182,white pine,4.1,1,1,0,0
182,white pine,4.1,1,0,0,0
182,white pine,4.2,1,1,0,0
182,white pine,4.2,1,1,0,0
182,white pine,4.3,1,NA,0,0
182,white pine,4.4,1,1,0,0
182,white pine,4.6,1,0,0,0
182,white pine,4.6,1,0,0,0
182,white pine,4.6,1,0,0,0
182,white pine,4.6,1,0,0,0
182,white pine,4.7,1,1,0,0
182,white pine,5,1,0,0,0
182,white pine,5,1,1,0,0
182,white pine,5,1,1,0,0
182,white pine,5,1,1,0,0
182,white pine,5,1,NA,0,0
182,white pine,5.4,1,0,0,0
182,white pine,5.5,1,1,0,0
182,white pine,5.5,1,NA,0,0
182,white pine,5.6,1,0,0,0
182,white pine,5.7,1,NA,0,0
182,white pine,5.7,1,1,0,0
182,white pine,5.8,1,0,0,0
182,white pine,5.8,1,0,0,0
182,white pine,5.9,1,0,0,0
182,white pine,6,1,NA,0,0
182,white pine,6.3,1,0,0,0
182,white pine,6.5,1,0,0,0
182,white pine,7.2,1,1,0,0
182,white pine,8.5,1,0,0,0
182,white pine,8.6,1,0,0,0
185,white pine,NA,1,0,0,0
185,witch hazel,NA,1,1,0,0
185,black birch,2.5,1,0,0,0
185,black birch,3,1,0,0,0
185,black birch,3.4,1,0,0,0
185,black birch,3.4,1,0,0,0
185,black birch,4.2,1,0,0,0
185,black birch,4.5,1,0,0,0
185,black birch,4.8,1,0,0,0
185,black birch,5.4,1,0,0,0
185,black birch,9.9,1,NA,0,0
185,red maple,3,1,0,0,0
185,red maple,3.5,1,0,0,0
185,red maple,4.1,1,0,0,0
185,red maple,4.7,1,0,0,0
185,red maple,5.6,1,0,0,0
185,red maple,6.1,1,0,0,0
185,red maple,8.2,1,NA,0,0
185,red maple,9.7,1,0,0,0
185,red maple,11.7,1,NA,0,0
185,red maple,18.3,1,NA,0,0
185,red maple,22.9,1,NA,0,0
185,red maple,24.4,1,NA,0,0
185,red maple,28,1,NA,0,0
185,white pine,2.7,1,0,0,0
185,white pine,3,1,0,0,0
185,white pine,3.2,1,0,0,0
185,white pine,3.2,1,0,0,0
185,white pine,3.5,1,0,0,0
185,white pine,5,1,0,0,0
185,white pine,5.2,1,0,0,0
185,white pine,5.7,1,0,0,0
185,white pine,7.7,1,0,0,0
185,white pine,9.5,1,0,0,0
185,white pine,9.5,1,0,0,0
186,white pine,NA,1,0,0,0
186,black birch,8.3,1,0,0,0
186,black birch,21.4,1,NA,0,0
186,chestnut oak,17,1,NA,0,0
186,red maple,5.5,1,0,0,0
186,red maple,5.8,1,NA,0,0
186,red maple,7,1,0,0,0
186,red maple,9,1,NA,0,0
186,red maple,9.5,1,NA,0,0
186,red maple,9.9,1,NA,0,0
186,red maple,10.4,1,0,0,0
186,red maple,10.8,1,NA,0,0
186,red maple,12,1,NA,0,0
186,red maple,16,1,NA,0,0
186,red maple,16.9,1,NA,0,0
186,red oak,15.5,1,NA,0,0
186,red oak,25,1,NA,0,0
186,red oak,34,1,NA,0,0
186,red oak,36.1,1,NA,0,0
186,red oak,36.2,1,NA,0,0
186,white pine,2.9,1,0,0,0
186,white pine,4,1,0,0,0
186,white pine,4.5,1,0,0,0
186,white pine,4.6,1,0,0,0
186,white pine,6,1,0,0,0
186,white pine,6.2,1,0,0,0
186,white pine,7.4,1,0,0,0
186,white pine,11.6,1,NA,0,0
186,white pine,13.6,1,0,0,0
187,black birch,10.5,1,NA,0,0
187,black birch,11.3,1,NA,0,0
187,black birch,13.6,1,NA,0,0
187,black birch,14.7,1,NA,0,0
187,black birch,16,1,NA,0,0
187,black birch,17,1,NA,0,0
187,black birch,17.1,1,NA,0,0
187,black birch,17.2,1,NA,0,0
187,black birch,17.3,1,NA,0,0
187,black birch,18.4,1,NA,0,0
187,black birch,21.2,1,NA,0,0
187,black birch,21.4,1,NA,0,0
187,black birch,23.2,1,NA,0,0
187,black birch,23.6,1,NA,0,0
187,black birch,23.7,1,NA,0,0
187,black birch,25.2,1,NA,0,0
187,black birch,26.2,1,NA,0,0
187,black cherry,21.2,1,NA,0,0
187,hemlock,4,1,0,0,0
187,hemlock,6.3,1,NA,0,0
187,hemlock,7.2,1,NA,0,0
187,hemlock,7.3,1,NA,0,0
187,hemlock,8.5,1,0,0,0
187,hemlock,8.6,1,0,0,0
187,hemlock,8.8,1,NA,0,0
187,hemlock,9.5,1,0,0,0
187,hemlock,10.2,1,0,0,0
187,hemlock,10.6,1,0,0,0
187,hemlock,10.8,1,NA,0,0
187,hemlock,11.1,1,NA,0,0
187,hemlock,11.7,1,0,0,0
187,hemlock,11.9,1,0,0,0
187,hemlock,12.4,1,NA,0,0
187,hemlock,13,1,NA,0,0
187,hemlock,13.1,1,0,0,0
187,hemlock,13.5,1,NA,0,0
187,hemlock,14,1,NA,0,0
187,hemlock,14.8,1,NA,0,0
187,hemlock,14.9,1,0,0,0
187,hemlock,15.2,1,0,0,0
187,hemlock,16.5,1,NA,0,0
187,hemlock,16.7,1,NA,0,0
187,hemlock,16.9,1,0,0,0
187,hemlock,17,1,0,0,0
187,hemlock,19.9,1,NA,0,0
187,hemlock,21.8,1,0,0,0
187,red maple,11.5,1,0,0,0
187,red maple,11.6,1,NA,0,0
187,red oak,16,1,NA,0,0
187,red oak,19.2,1,NA,0,0
187,red oak,22.5,1,NA,0,0
195,hemlock,NA,2,0,0,0
195,hemlock,6.9,1,0,0,0
195,hemlock,7,1,0,0,0
195,hemlock,8.8,1,0,0,0
195,hemlock,9.6,1,NA,0,0
195,hemlock,11,1,0,0,0
195,hemlock,11.8,1,0,0,0
195,hemlock,11.8,1,0,0,0
195,hemlock,12.3,1,NA,0,0
195,hemlock,12.6,1,0,0,0
195,hemlock,16.2,1,NA,0,0
195,hemlock,16.3,1,NA,0,0
195,hemlock,17.1,1,0,0,0
195,hemlock,23.2,1,0,0,0
195,hemlock,23.6,1,0,0,0
195,hemlock,24.8,1,0,0,0
195,hemlock,34.3,1,NA,0,0
195,red maple,7.6,1,0,0,0
195,red maple,8.3,1,NA,0,0
195,red maple,9.6,1,NA,0,0
195,red maple,10.4,1,NA,0,0
195,red maple,10.5,1,0,0,0
195,red maple,12.3,1,NA,0,0
195,red maple,15,1,NA,0,0
195,red maple,17.8,1,NA,0,0
195,red maple,19.2,1,NA,0,0
195,red oak,6.1,1,NA,0,0
195,red oak,12.8,1,NA,0,0
195,red oak,15.8,1,0,0,0
195,red oak,17.4,1,NA,0,0
195,red oak,22.1,1,NA,0,0
195,red oak,26.5,1,NA,0,0
195,red oak,35.7,1,NA,0,0
195,white birch,7.5,1,NA,0,0
195,white birch,15.5,1,NA,0,0
195,white birch,19.1,1,NA,0,0
195,white pine,12.8,1,NA,0,0
195,white pine,13.7,1,NA,0,0
195,white pine,20.1,1,NA,0,0
195,white pine,23.7,1,NA,0,0
195,white pine,24.3,1,NA,0,0
195,white pine,32.2,1,NA,0,0
195,white pine,32.7,1,NA,0,0
206,red maple,NA,2,0,0,0
206,sugar maple,NA,4,0,0,0
206,black cherry,NA,1,0,0,0
206,black cherry,NA,1,1,0,0
206,arrowwood,NA,1,0,0,0
206,black cherry,3.1,1,0,0,0
206,black cherry,6.7,1,0,0,0
206,black cherry,11,1,NA,0,0
206,black cherry,11.8,1,NA,0,0
206,black cherry,18.1,1,NA,0,0
206,red maple,9.3,1,NA,0,0
206,red maple,18.9,1,NA,0,0
206,red oak,2.9,1,NA,0,0
206,sugar maple,3.1,1,0,0,0
206,sugar maple,3.4,1,0,0,0
206,sugar maple,20.4,1,0,0,0
206,sugar maple,20.6,1,NA,0,0
206,sugar maple,23.8,1,0,0,0
206,sugar maple,25.6,1,0,0,0
206,white ash,4.9,1,0,0,0
206,white ash,10.9,1,NA,0,0
206,white ash,11.1,1,NA,0,0
206,white ash,12,1,NA,0,0
206,white ash,15.6,1,NA,0,0
206,white ash,22.7,1,NA,0,0
206,white ash,28.6,1,NA,0,0
206,white ash,29.7,1,NA,0,0
206,white ash,31.5,1,NA,0,0
206,white ash,38,1,NA,0,0
206,white ash,44.9,1,NA,0,0
210,high bush blueberry,NA,2,0,0,0
210,white oak,NA,1,0,0,0
210,winterberry,NA,2,0,0,0
210,beech,NA,2,0,0,0
210,black birch,NA,1,0,0,0
210,red maple,13,1,NA,0,0
210,red maple,16.5,1,NA,0,0
210,red maple,17.8,1,NA,0,0
210,red maple,21,1,NA,0,0
210,red maple,22.3,1,NA,0,0
210,red maple,22.9,1,NA,0,0
210,red maple,24.6,1,NA,0,0
210,red maple,28.1,1,NA,0,0
210,red maple,33,1,NA,0,0
210,red maple,38.4,1,NA,0,0
210,white pine,15.4,1,NA,0,0
210,yellow birch,2.8,1,0,0,0
210,yellow birch,3.2,1,0,0,0
210,yellow birch,4.5,1,0,0,0
210,yellow birch,4.7,1,0,0,0
210,yellow birch,5.5,1,0,0,0
210,yellow birch,6.4,1,0,0,0
210,yellow birch,6.5,1,0,0,0
210,yellow birch,6.7,1,0,0,0
210,yellow birch,7.2,1,NA,0,0
210,yellow birch,8.5,1,0,0,0
210,yellow birch,8.5,1,0,0,0
210,yellow birch,8.5,1,0,0,0
210,yellow birch,12.2,1,NA,0,0
210,yellow birch,12.9,1,NA,0,0
210,yellow birch,14,1,NA,0,0
210,yellow birch,17,1,0,0,0
210,yellow birch,19.3,1,NA,0,0
210,yellow birch,28.8,1,1,0,0
211,yellow birch,NA,1,0,0,0
211,black birch,NA,1,0,0,0
211,hop hornbeam,NA,2,0,0,0
211,black birch,10,1,0,0,0
211,black birch,13.6,1,0,0,0
211,hop hornbeam,4.6,1,0,0,0
211,red maple,24.7,1,NA,0,0
211,red maple,44.2,1,NA,0,0
211,sugar maple,3.3,1,0,0,0
211,sugar maple,3.8,1,0,0,0
211,sugar maple,4.8,1,0,0,0
211,sugar maple,5,1,0,0,0
211,sugar maple,5.3,1,0,0,0
211,sugar maple,5.4,1,0,0,0
211,sugar maple,5.5,1,0,0,0
211,sugar maple,9.2,1,NA,0,0
211,sugar maple,11.2,1,NA,0,0
211,sugar maple,20.6,1,NA,0,0
211,sugar maple,28.5,1,0,0,0
211,sugar maple,30.7,1,NA,0,0
211,sugar maple,38.1,1,NA,0,0
211,white ash,58.6,1,NA,0,0
211,yellow birch,10.5,1,NA,0,0
216,winterberry,NA,1,0,0,0
216,high bush blueberry,NA,2,0,0,0
216,white oak,NA,1,0,0,0
216,high bush blueberry,NA,1,NA,0,0
216,hemlock,15.5,1,NA,0,0
216,hemlock,29.7,1,0,0,0
216,hemlock,35.5,1,0,0,0
216,hemlock,38.2,1,NA,0,0
216,red maple,4,1,0,0,0
216,red maple,6.9,1,NA,0,0
216,red maple,8.5,1,NA,0,0
216,red maple,9.8,1,NA,0,0
216,red maple,11,1,NA,0,0
216,red maple,12.1,1,NA,0,0
216,red maple,12.5,1,NA,0,0
216,red maple,12.9,1,NA,0,0
216,red maple,13,1,NA,0,0
216,red maple,13.4,1,NA,0,0
216,red maple,13.6,1,NA,0,0
216,red maple,14,1,NA,0,0
216,red maple,14,1,NA,0,0
216,red maple,15.1,1,NA,0,0
216,red maple,15.3,1,NA,0,0
216,red maple,16.3,1,NA,0,0
216,red maple,18.5,1,NA,0,0
216,red maple,21.8,1,NA,0,0
216,red maple,23.4,1,NA,0,0
216,red maple,23.7,1,NA,0,0
216,red oak,7.2,1,0,0,0
216,red spruce,11.4,1,NA,0,0
216,red spruce,16,1,NA,0,0
216,red spruce,21.2,1,NA,0,0
216,white pine,12.2,1,NA,0,0
216,white pine,14.5,1,NA,0,0
216,white pine,17.3,1,NA,0,0
216,white pine,18.6,1,NA,0,0
216,white pine,35.3,1,NA,0,0
219,black birch,32,1,NA,0,0
219,black birch,43,1,NA,0,0
219,black birch,10,1,1,0,0
219,black birch,11.1,1,0,0,0
219,black birch,31.7,1,NA,0,0
219,black birch,29,1,NA,0,0
219,white ash,5.4,1,0,0,0
219,white ash,10.5,1,NA,0,0
222,witch hazel,NA,1,1,0,0
222,hemlock,NA,1,0,0,0
222,white pine,NA,1,0,0,0
222,basswood,21.2,1,NA,0,0
222,hop hornbeam,10.9,1,NA,0,0
222,hop hornbeam,12,1,0,0,0
222,sugar maple,13,1,0,0,0
222,sugar maple,17,1,0,0,0
222,white ash,12.4,1,NA,0,0
222,white ash,19.8,1,NA,0,0
222,white ash,21.3,1,NA,0,0
222,white ash,26.1,1,NA,0,0
222,white ash,35.9,1,NA,0,0
222,white pine,2.5,1,0,0,0
222,white pine,3.2,1,0,0,0
224,black birch,NA,1,0,0,0
224,chestnut,NA,1,0,0,0
224,beech,NA,1,NA,0,0
224,red maple,8.8,1,0,0,0
224,red maple,8.8,1,0,0,0
224,red maple,12.3,1,NA,0,0
224,red maple,13.1,1,0,0,0
224,red maple,21.1,1,NA,0,0
224,red oak,14.2,1,NA,0,0
224,red oak,26.5,1,NA,0,0
224,white pine,4.1,1,0,0,0
224,white pine,11.5,1,NA,0,0
224,white pine,15.7,1,NA,0,0
224,white pine,21.7,1,NA,0,0
224,white pine,34.7,1,NA,0,0
224,white pine,47.7,1,NA,0,0
226,high bush blueberry,NA,5,0,0,0
226,high bush blueberry,NA,1,1,0,0
226,gray birch,6,1,0,0,0
226,red maple,4.6,1,0,0,0
226,red maple,8.6,1,0,0,0
226,red maple,13.9,1,NA,0,0
226,red maple,14,1,0,0,0
226,red maple,15.4,1,NA,0,0
226,red maple,15.8,1,NA,0,0
226,red maple,15.8,1,NA,0,0
226,red maple,15.8,1,0,0,0
226,red maple,16.8,1,NA,0,0
226,red maple,17.3,1,NA,0,0
226,red maple,17.6,1,NA,0,0
226,red maple,20.3,1,NA,0,0
226,red maple,21,1,NA,0,0
226,red maple,22.4,1,NA,0,0
226,red maple,23.1,1,NA,0,0
226,red maple,25,1,NA,0,0
226,red maple,26.4,1,NA,0,0
226,red maple,34.6,1,NA,0,0
226,red maple,48,1,NA,0,0
226,white pine,16.2,1,0,0,0
233,white pine,NA,9,0,0,0
