"","plot","species","dbh_cm","count","Interaction.name","Interaction"
"1","45","black birch",NA,1,"browsed",0
"2","45","black birch",NA,1,"stripped",0
"3","45","black birch",NA,1,"broken",0
"4","45","chestnut",NA,1,"browsed",1
"5","45","chestnut",NA,1,"stripped",0
"6","45","chestnut",NA,1,"broken",0
"7","45","black birch",2.5,1,"browsed",1
"8","45","black birch",2.5,1,"stripped",0
"9","45","black birch",2.5,1,"broken",0
"10","45","black birch",3.4,1,"browsed",0
"11","45","black birch",3.4,1,"stripped",0
"12","45","black birch",3.4,1,"broken",0
"13","45","black birch",3.8,1,"browsed",0
"14","45","black birch",3.8,1,"stripped",0
"15","45","black birch",3.8,1,"broken",0
"16","45","black birch",8.4,1,"browsed",0
"17","45","black birch",8.4,1,"stripped",0
"18","45","black birch",8.4,1,"broken",0
"19","45","black birch",9,1,"browsed",1
"20","45","black birch",9,1,"stripped",0
"21","45","black birch",9,1,"broken",0
"22","45","black birch",11.2,1,"browsed",0
"23","45","black birch",11.2,1,"stripped",0
"24","45","black birch",11.2,1,"broken",0
"25","45","red oak",47.7,1,"browsed",NA
"26","45","red oak",47.7,1,"stripped",0
"27","45","red oak",47.7,1,"broken",0
"28","45","red oak",63.3,1,"browsed",NA
"29","45","red oak",63.3,1,"stripped",0
"30","45","red oak",63.3,1,"broken",0
"31","45","white oak",42.4,1,"browsed",NA
"32","45","white oak",42.4,1,"stripped",0
"33","45","white oak",42.4,1,"broken",0
"34","45","white pine",14.9,1,"browsed",NA
"35","45","white pine",14.9,1,"stripped",0
"36","45","white pine",14.9,1,"broken",0
"37","45","white pine",17.5,1,"browsed",NA
"38","45","white pine",17.5,1,"stripped",0
"39","45","white pine",17.5,1,"broken",0
"40","45","white pine",20.5,1,"browsed",NA
"41","45","white pine",20.5,1,"stripped",0
"42","45","white pine",20.5,1,"broken",0
"43","45","white pine",20.9,1,"browsed",NA
"44","45","white pine",20.9,1,"stripped",0
"45","45","white pine",20.9,1,"broken",0
"46","51","high bush blueberry",NA,6,"browsed",0
"47","51","high bush blueberry",NA,6,"stripped",0
"48","51","high bush blueberry",NA,6,"broken",0
"49","51","red maple",3,1,"browsed",0
"50","51","red maple",3,1,"stripped",0
"51","51","red maple",3,1,"broken",0
"52","51","red maple",9,1,"browsed",NA
"53","51","red maple",9,1,"stripped",0
"54","51","red maple",9,1,"broken",0
"55","51","red maple",12.2,1,"browsed",NA
"56","51","red maple",12.2,1,"stripped",0
"57","51","red maple",12.2,1,"broken",0
"58","51","red maple",13,1,"browsed",0
"59","51","red maple",13,1,"stripped",0
"60","51","red maple",13,1,"broken",0
"61","51","red maple",13.9,1,"browsed",NA
"62","51","red maple",13.9,1,"stripped",0
"63","51","red maple",13.9,1,"broken",0
"64","51","red maple",15.9,1,"browsed",NA
"65","51","red maple",15.9,1,"stripped",0
"66","51","red maple",15.9,1,"broken",0
"67","51","red maple",19.4,1,"browsed",NA
"68","51","red maple",19.4,1,"stripped",0
"69","51","red maple",19.4,1,"broken",0
"70","51","red oak",52.4,1,"browsed",NA
"71","51","red oak",52.4,1,"stripped",0
"72","51","red oak",52.4,1,"broken",0
"73","51","red oak",52.6,1,"browsed",NA
"74","51","red oak",52.6,1,"stripped",0
"75","51","red oak",52.6,1,"broken",0
"76","51","red oak",52.6,1,"browsed",NA
"77","51","red oak",52.6,1,"stripped",0
"78","51","red oak",52.6,1,"broken",0
"79","51","white pine",5.3,1,"browsed",0
"80","51","white pine",5.3,1,"stripped",0
"81","51","white pine",5.3,1,"broken",0
"82","51","white pine",7.5,1,"browsed",0
"83","51","white pine",7.5,1,"stripped",0
"84","51","white pine",7.5,1,"broken",0
"85","51","white pine",11.4,1,"browsed",NA
"86","51","white pine",11.4,1,"stripped",0
"87","51","white pine",11.4,1,"broken",0
"88","51","white pine",13,1,"browsed",NA
"89","51","white pine",13,1,"stripped",0
"90","51","white pine",13,1,"broken",0
"91","51","white pine",16.4,1,"browsed",NA
"92","51","white pine",16.4,1,"stripped",0
"93","51","white pine",16.4,1,"broken",0
"94","51","white pine",20.4,1,"browsed",0
"95","51","white pine",20.4,1,"stripped",0
"96","51","white pine",20.4,1,"broken",0
"97","51","yellow birch",4.6,1,"browsed",0
"98","51","yellow birch",4.6,1,"stripped",0
"99","51","yellow birch",4.6,1,"broken",0
"100","51","yellow birch",50.9,1,"browsed",0
"101","51","yellow birch",50.9,1,"stripped",0
"102","51","yellow birch",50.9,1,"broken",0
"103","54","witch hazel",NA,2,"browsed",0
"104","54","witch hazel",NA,2,"stripped",0
"105","54","witch hazel",NA,2,"broken",0
"106","54","black birch",7.5,1,"browsed",NA
"107","54","black birch",7.5,1,"stripped",0
"108","54","black birch",7.5,1,"broken",0
"109","54","black birch",18.4,1,"browsed",NA
"110","54","black birch",18.4,1,"stripped",0
"111","54","black birch",18.4,1,"broken",0
"112","54","red maple",20.7,1,"browsed",NA
"113","54","red maple",20.7,1,"stripped",0
"114","54","red maple",20.7,1,"broken",0
"115","54","red maple",22.9,1,"browsed",NA
"116","54","red maple",22.9,1,"stripped",0
"117","54","red maple",22.9,1,"broken",0
"118","54","red maple",23.2,1,"browsed",NA
"119","54","red maple",23.2,1,"stripped",0
"120","54","red maple",23.2,1,"broken",0
"121","54","sugar maple",9.3,1,"browsed",0
"122","54","sugar maple",9.3,1,"stripped",0
"123","54","sugar maple",9.3,1,"broken",0
"124","54","sugar maple",26.2,1,"browsed",NA
"125","54","sugar maple",26.2,1,"stripped",0
"126","54","sugar maple",26.2,1,"broken",0
"127","54","white ash",14.9,1,"browsed",NA
"128","54","white ash",14.9,1,"stripped",0
"129","54","white ash",14.9,1,"broken",0
"130","54","white ash",16.4,1,"browsed",NA
"131","54","white ash",16.4,1,"stripped",0
"132","54","white ash",16.4,1,"broken",0
"133","54","white ash",17.8,1,"browsed",NA
"134","54","white ash",17.8,1,"stripped",0
"135","54","white ash",17.8,1,"broken",0
"136","54","white pine",6.2,1,"browsed",0
"137","54","white pine",6.2,1,"stripped",0
"138","54","white pine",6.2,1,"broken",0
"139","54","white pine",7.1,1,"browsed",0
"140","54","white pine",7.1,1,"stripped",0
"141","54","white pine",7.1,1,"broken",0
"142","54","yellow birch",3,1,"browsed",0
"143","54","yellow birch",3,1,"stripped",0
"144","54","yellow birch",3,1,"broken",0
"145","54","yellow birch",6.7,1,"browsed",0
"146","54","yellow birch",6.7,1,"stripped",0
"147","54","yellow birch",6.7,1,"broken",0
"148","54","yellow birch",9.8,1,"browsed",NA
"149","54","yellow birch",9.8,1,"stripped",0
"150","54","yellow birch",9.8,1,"broken",0
"151","61","alder",NA,4,"browsed",0
"152","61","alder",NA,4,"stripped",0
"153","61","alder",NA,4,"broken",0
"154","61","hawthorn",NA,1,"browsed",0
"155","61","hawthorn",NA,1,"stripped",0
"156","61","hawthorn",NA,1,"broken",0
"157","61","high bush blueberry",NA,2,"browsed",0
"158","61","high bush blueberry",NA,2,"stripped",0
"159","61","high bush blueberry",NA,2,"broken",0
"160","61","nannyberry",NA,1,"browsed",1
"161","61","nannyberry",NA,1,"stripped",0
"162","61","nannyberry",NA,1,"broken",0
"163","61","winterberry",NA,1,"browsed",1
"164","61","winterberry",NA,1,"stripped",0
"165","61","winterberry",NA,1,"broken",0
"166","61","white pine",1.2,1,"browsed",0
"167","61","white pine",1.2,1,"stripped",0
"168","61","white pine",1.2,1,"broken",0
"169","61","chestnut",3.9,1,"browsed",0
"170","61","chestnut",3.9,1,"stripped",0
"171","61","chestnut",3.9,1,"broken",0
"172","61","red maple",30.5,1,"browsed",NA
"173","61","red maple",30.5,1,"stripped",0
"174","61","red maple",30.5,1,"broken",0
"175","61","red maple",33.8,1,"browsed",1
"176","61","red maple",33.8,1,"stripped",0
"177","61","red maple",33.8,1,"broken",0
"178","61","red maple",52.3,1,"browsed",1
"179","61","red maple",52.3,1,"stripped",0
"180","61","red maple",52.3,1,"broken",0
"181","61","white pine",5.1,1,"browsed",0
"182","61","white pine",5.1,1,"stripped",0
"183","61","white pine",5.1,1,"broken",0
"184","61","white pine",19.4,1,"browsed",NA
"185","61","white pine",19.4,1,"stripped",0
"186","61","white pine",19.4,1,"broken",0
"187","61","yellow birch",3,1,"browsed",1
"188","61","yellow birch",3,1,"stripped",0
"189","61","yellow birch",3,1,"broken",0
"190","61","yellow birch",3.8,1,"browsed",0
"191","61","yellow birch",3.8,1,"stripped",0
"192","61","yellow birch",3.8,1,"broken",0
"193","61","yellow birch",9.9,1,"browsed",0
"194","61","yellow birch",9.9,1,"stripped",0
"195","61","yellow birch",9.9,1,"broken",0
"196","61","yellow birch",11.7,1,"browsed",1
"197","61","yellow birch",11.7,1,"stripped",0
"198","61","yellow birch",11.7,1,"broken",0
"199","61","yellow birch",12.9,1,"browsed",0
"200","61","yellow birch",12.9,1,"stripped",0
"201","61","yellow birch",12.9,1,"broken",0
"202","61","yellow birch",14.4,1,"browsed",NA
"203","61","yellow birch",14.4,1,"stripped",0
"204","61","yellow birch",14.4,1,"broken",0
"205","61","yellow birch",15.6,1,"browsed",0
"206","61","yellow birch",15.6,1,"stripped",0
"207","61","yellow birch",15.6,1,"broken",0
"208","61","yellow birch",22.8,1,"browsed",1
"209","61","yellow birch",22.8,1,"stripped",0
"210","61","yellow birch",22.8,1,"broken",0
"211","61","yellow birch",33.5,1,"browsed",1
"212","61","yellow birch",33.5,1,"stripped",0
"213","61","yellow birch",33.5,1,"broken",0
"214","64","hemlock",7.6,1,"browsed",1
"215","64","hemlock",7.6,1,"stripped",0
"216","64","hemlock",7.6,1,"broken",0
"217","64","hemlock",10.8,1,"browsed",1
"218","64","hemlock",10.8,1,"stripped",0
"219","64","hemlock",10.8,1,"broken",0
"220","64","hemlock",19,1,"browsed",NA
"221","64","hemlock",19,1,"stripped",0
"222","64","hemlock",19,1,"broken",0
"223","64","hemlock",20.8,1,"browsed",1
"224","64","hemlock",20.8,1,"stripped",0
"225","64","hemlock",20.8,1,"broken",0
"226","64","hemlock",26.5,1,"browsed",NA
"227","64","hemlock",26.5,1,"stripped",0
"228","64","hemlock",26.5,1,"broken",0
"229","64","hemlock",42.1,1,"browsed",1
"230","64","hemlock",42.1,1,"stripped",0
"231","64","hemlock",42.1,1,"broken",0
"232","64","hemlock",48.7,1,"browsed",NA
"233","64","hemlock",48.7,1,"stripped",0
"234","64","hemlock",48.7,1,"broken",0
"235","64","hemlock",66,1,"browsed",NA
"236","64","hemlock",66,1,"stripped",0
"237","64","hemlock",66,1,"broken",0
"238","64","red maple",8.2,1,"browsed",NA
"239","64","red maple",8.2,1,"stripped",0
"240","64","red maple",8.2,1,"broken",0
"241","64","red maple",18.2,1,"browsed",0
"242","64","red maple",18.2,1,"stripped",0
"243","64","red maple",18.2,1,"broken",0
"244","64","red maple",20.6,1,"browsed",NA
"245","64","red maple",20.6,1,"stripped",0
"246","64","red maple",20.6,1,"broken",0
"247","64","red oak",67,1,"browsed",NA
"248","64","red oak",67,1,"stripped",0
"249","64","red oak",67,1,"broken",0
"250","64","white pine",32.1,1,"browsed",NA
"251","64","white pine",32.1,1,"stripped",0
"252","64","white pine",32.1,1,"broken",0
"253","64","white pine",48.6,1,"browsed",NA
"254","64","white pine",48.6,1,"stripped",0
"255","64","white pine",48.6,1,"broken",0
"256","66","red maple",NA,11,"browsed",0
"257","66","red maple",NA,11,"stripped",0
"258","66","red maple",NA,11,"broken",0
"259","66","high bush blueberry",NA,1,"browsed",0
"260","66","high bush blueberry",NA,1,"stripped",0
"261","66","high bush blueberry",NA,1,"broken",0
"262","66","hazelnut",NA,3,"browsed",0
"263","66","hazelnut",NA,3,"stripped",0
"264","66","hazelnut",NA,3,"broken",0
"265","66","white pine",NA,1,"browsed",0
"266","66","white pine",NA,1,"stripped",0
"267","66","white pine",NA,1,"broken",0
"268","66","red oak",NA,4,"browsed",0
"269","66","red oak",NA,4,"stripped",0
"270","66","red oak",NA,4,"broken",0
"271","66","black birch",NA,1,"browsed",0
"272","66","black birch",NA,1,"stripped",0
"273","66","black birch",NA,1,"broken",0
"274","66","red maple",NA,2,"browsed",1
"275","66","red maple",NA,2,"stripped",0
"276","66","red maple",NA,2,"broken",0
"277","66","red maple",NA,1,"browsed",1
"278","66","red maple",NA,1,"stripped",0
"279","66","red maple",NA,1,"broken",1
"280","66","black cherry",NA,4,"browsed",0
"281","66","black cherry",NA,4,"stripped",0
"282","66","black cherry",NA,4,"broken",0
"283","66","winterberry",NA,11,"browsed",0
"284","66","winterberry",NA,11,"stripped",0
"285","66","winterberry",NA,11,"broken",0
"286","66","lyonia",NA,1,"browsed",0
"287","66","lyonia",NA,1,"stripped",0
"288","66","lyonia",NA,1,"broken",0
"289","66","black birch",NA,1,"browsed",0
"290","66","black birch",NA,1,"stripped",0
"291","66","black birch",NA,1,"broken",0
"292","66","black birch",NA,1,"browsed",1
"293","66","black birch",NA,1,"stripped",0
"294","66","black birch",NA,1,"broken",0
"295","66","american elm",10.9,1,"browsed",0
"296","66","american elm",10.9,1,"stripped",0
"297","66","american elm",10.9,1,"broken",0
"298","66","black birch",2.8,1,"browsed",0
"299","66","black birch",2.8,1,"stripped",0
"300","66","black birch",2.8,1,"broken",0
"301","66","black birch",5.4,1,"browsed",0
"302","66","black birch",5.4,1,"stripped",0
"303","66","black birch",5.4,1,"broken",0
"304","66","black cherry",2.6,1,"browsed",0
"305","66","black cherry",2.6,1,"stripped",0
"306","66","black cherry",2.6,1,"broken",0
"307","66","black cherry",4.8,1,"browsed",0
"308","66","black cherry",4.8,1,"stripped",0
"309","66","black cherry",4.8,1,"broken",0
"310","66","black cherry",21.4,1,"browsed",NA
"311","66","black cherry",21.4,1,"stripped",0
"312","66","black cherry",21.4,1,"broken",0
"313","66","chestnut",2.7,1,"browsed",0
"314","66","chestnut",2.7,1,"stripped",0
"315","66","chestnut",2.7,1,"broken",0
"316","66","chestnut",3.7,1,"browsed",0
"317","66","chestnut",3.7,1,"stripped",0
"318","66","chestnut",3.7,1,"broken",0
"319","66","red maple",2.5,1,"browsed",0
"320","66","red maple",2.5,1,"stripped",0
"321","66","red maple",2.5,1,"broken",0
"322","66","red maple",2.5,1,"browsed",0
"323","66","red maple",2.5,1,"stripped",0
"324","66","red maple",2.5,1,"broken",0
"325","66","red maple",2.7,1,"browsed",0
"326","66","red maple",2.7,1,"stripped",0
"327","66","red maple",2.7,1,"broken",0
"328","66","red maple",2.7,1,"browsed",0
"329","66","red maple",2.7,1,"stripped",0
"330","66","red maple",2.7,1,"broken",0
"331","66","red maple",2.9,1,"browsed",0
"332","66","red maple",2.9,1,"stripped",0
"333","66","red maple",2.9,1,"broken",0
"334","66","red maple",2.9,1,"browsed",1
"335","66","red maple",2.9,1,"stripped",0
"336","66","red maple",2.9,1,"broken",0
"337","66","red maple",3.1,1,"browsed",0
"338","66","red maple",3.1,1,"stripped",0
"339","66","red maple",3.1,1,"broken",0
"340","66","red maple",3.3,1,"browsed",0
"341","66","red maple",3.3,1,"stripped",0
"342","66","red maple",3.3,1,"broken",0
"343","66","red maple",3.4,1,"browsed",0
"344","66","red maple",3.4,1,"stripped",0
"345","66","red maple",3.4,1,"broken",0
"346","66","red maple",3.5,1,"browsed",0
"347","66","red maple",3.5,1,"stripped",0
"348","66","red maple",3.5,1,"broken",0
"349","66","red maple",3.6,1,"browsed",0
"350","66","red maple",3.6,1,"stripped",0
"351","66","red maple",3.6,1,"broken",0
"352","66","red maple",4,1,"browsed",0
"353","66","red maple",4,1,"stripped",0
"354","66","red maple",4,1,"broken",0
"355","66","red maple",4.4,1,"browsed",0
"356","66","red maple",4.4,1,"stripped",0
"357","66","red maple",4.4,1,"broken",0
"358","66","red maple",4.4,1,"browsed",0
"359","66","red maple",4.4,1,"stripped",0
"360","66","red maple",4.4,1,"broken",0
"361","66","red maple",4.5,1,"browsed",0
"362","66","red maple",4.5,1,"stripped",0
"363","66","red maple",4.5,1,"broken",0
"364","66","red maple",4.5,1,"browsed",0
"365","66","red maple",4.5,1,"stripped",0
"366","66","red maple",4.5,1,"broken",0
"367","66","red maple",4.7,1,"browsed",0
"368","66","red maple",4.7,1,"stripped",0
"369","66","red maple",4.7,1,"broken",0
"370","66","red maple",5,1,"browsed",0
"371","66","red maple",5,1,"stripped",0
"372","66","red maple",5,1,"broken",0
"373","66","red maple",5.2,1,"browsed",0
"374","66","red maple",5.2,1,"stripped",0
"375","66","red maple",5.2,1,"broken",0
"376","66","red maple",6.2,1,"browsed",NA
"377","66","red maple",6.2,1,"stripped",0
"378","66","red maple",6.2,1,"broken",0
"379","66","red maple",6.5,1,"browsed",0
"380","66","red maple",6.5,1,"stripped",0
"381","66","red maple",6.5,1,"broken",0
"382","66","red maple",8.3,1,"browsed",NA
"383","66","red maple",8.3,1,"stripped",0
"384","66","red maple",8.3,1,"broken",0
"385","66","red maple",9.3,1,"browsed",0
"386","66","red maple",9.3,1,"stripped",0
"387","66","red maple",9.3,1,"broken",0
"388","66","red maple",20.1,1,"browsed",NA
"389","66","red maple",20.1,1,"stripped",0
"390","66","red maple",20.1,1,"broken",0
"391","66","red oak",2.5,1,"browsed",0
"392","66","red oak",2.5,1,"stripped",0
"393","66","red oak",2.5,1,"broken",0
"394","66","red oak",3,1,"browsed",0
"395","66","red oak",3,1,"stripped",0
"396","66","red oak",3,1,"broken",0
"397","66","red oak",4.1,1,"browsed",0
"398","66","red oak",4.1,1,"stripped",0
"399","66","red oak",4.1,1,"broken",0
"400","66","red oak",12.3,1,"browsed",0
"401","66","red oak",12.3,1,"stripped",0
"402","66","red oak",12.3,1,"broken",0
"403","66","shadbush",3.9,1,"browsed",0
"404","66","shadbush",3.9,1,"stripped",0
"405","66","shadbush",3.9,1,"broken",0
"406","66","sugar maple",9.8,1,"browsed",NA
"407","66","sugar maple",9.8,1,"stripped",0
"408","66","sugar maple",9.8,1,"broken",0
"409","66","white ash",14.5,1,"browsed",NA
"410","66","white ash",14.5,1,"stripped",0
"411","66","white ash",14.5,1,"broken",0
"412","66","white pine",2.5,1,"browsed",0
"413","66","white pine",2.5,1,"stripped",0
"414","66","white pine",2.5,1,"broken",0
"415","66","white pine",6.6,1,"browsed",0
"416","66","white pine",6.6,1,"stripped",0
"417","66","white pine",6.6,1,"broken",0
"418","66","white pine",9.2,1,"browsed",0
"419","66","white pine",9.2,1,"stripped",0
"420","66","white pine",9.2,1,"broken",0
"421","66","white pine",9.8,1,"browsed",0
"422","66","white pine",9.8,1,"stripped",0
"423","66","white pine",9.8,1,"broken",0
"424","75","musclewood",NA,8,"browsed",0
"425","75","musclewood",NA,8,"stripped",0
"426","75","musclewood",NA,8,"broken",0
"427","75","shadbush",NA,3,"browsed",1
"428","75","shadbush",NA,3,"stripped",0
"429","75","shadbush",NA,3,"broken",0
"430","75","shadbush",NA,2,"browsed",0
"431","75","shadbush",NA,2,"stripped",0
"432","75","shadbush",NA,2,"broken",0
"433","75","high bush blueberry",NA,1,"browsed",0
"434","75","high bush blueberry",NA,1,"stripped",0
"435","75","high bush blueberry",NA,1,"broken",0
"436","75","high bush blueberry",NA,1,"browsed",1
"437","75","high bush blueberry",NA,1,"stripped",0
"438","75","high bush blueberry",NA,1,"broken",0
"439","75","white pine",NA,2,"browsed",0
"440","75","white pine",NA,2,"stripped",0
"441","75","white pine",NA,2,"broken",0
"442","75","winterberry",NA,4,"browsed",0
"443","75","winterberry",NA,4,"stripped",0
"444","75","winterberry",NA,4,"broken",0
"445","75","black cherry",4.3,1,"browsed",0
"446","75","black cherry",4.3,1,"stripped",0
"447","75","black cherry",4.3,1,"broken",0
"448","75","Carpinus",6.4,1,"browsed",1
"449","75","Carpinus",6.4,1,"stripped",0
"450","75","Carpinus",6.4,1,"broken",0
"451","75","hickory",2.5,1,"browsed",0
"452","75","hickory",2.5,1,"stripped",0
"453","75","hickory",2.5,1,"broken",0
"454","75","hickory",7.7,1,"browsed",NA
"455","75","hickory",7.7,1,"stripped",0
"456","75","hickory",7.7,1,"broken",0
"457","75","hickory",14,1,"browsed",NA
"458","75","hickory",14,1,"stripped",0
"459","75","hickory",14,1,"broken",0
"460","75","musclewood",2.6,1,"browsed",0
"461","75","musclewood",2.6,1,"stripped",0
"462","75","musclewood",2.6,1,"broken",0
"463","75","musclewood",2.9,1,"browsed",0
"464","75","musclewood",2.9,1,"stripped",0
"465","75","musclewood",2.9,1,"broken",0
"466","75","musclewood",3.2,1,"browsed",0
"467","75","musclewood",3.2,1,"stripped",0
"468","75","musclewood",3.2,1,"broken",0
"469","75","musclewood",3.4,1,"browsed",0
"470","75","musclewood",3.4,1,"stripped",0
"471","75","musclewood",3.4,1,"broken",0
"472","75","musclewood",3.6,1,"browsed",1
"473","75","musclewood",3.6,1,"stripped",0
"474","75","musclewood",3.6,1,"broken",0
"475","75","musclewood",3.7,1,"browsed",0
"476","75","musclewood",3.7,1,"stripped",0
"477","75","musclewood",3.7,1,"broken",0
"478","75","musclewood",3.7,1,"browsed",0
"479","75","musclewood",3.7,1,"stripped",0
"480","75","musclewood",3.7,1,"broken",0
"481","75","musclewood",3.8,1,"browsed",0
"482","75","musclewood",3.8,1,"stripped",0
"483","75","musclewood",3.8,1,"broken",0
"484","75","musclewood",4.1,1,"browsed",0
"485","75","musclewood",4.1,1,"stripped",0
"486","75","musclewood",4.1,1,"broken",0
"487","75","musclewood",4.3,1,"browsed",0
"488","75","musclewood",4.3,1,"stripped",0
"489","75","musclewood",4.3,1,"broken",0
"490","75","musclewood",4.3,1,"browsed",0
"491","75","musclewood",4.3,1,"stripped",0
"492","75","musclewood",4.3,1,"broken",0
"493","75","musclewood",4.4,1,"browsed",1
"494","75","musclewood",4.4,1,"stripped",0
"495","75","musclewood",4.4,1,"broken",0
"496","75","musclewood",4.5,1,"browsed",1
"497","75","musclewood",4.5,1,"stripped",0
"498","75","musclewood",4.5,1,"broken",0
"499","75","musclewood",4.7,1,"browsed",0
"500","75","musclewood",4.7,1,"stripped",0
"501","75","musclewood",4.7,1,"broken",0
"502","75","musclewood",4.8,1,"browsed",0
"503","75","musclewood",4.8,1,"stripped",0
"504","75","musclewood",4.8,1,"broken",0
"505","75","musclewood",5.1,1,"browsed",1
"506","75","musclewood",5.1,1,"stripped",0
"507","75","musclewood",5.1,1,"broken",0
"508","75","musclewood",5.2,1,"browsed",0
"509","75","musclewood",5.2,1,"stripped",0
"510","75","musclewood",5.2,1,"broken",0
"511","75","musclewood",5.2,1,"browsed",0
"512","75","musclewood",5.2,1,"stripped",0
"513","75","musclewood",5.2,1,"broken",0
"514","75","musclewood",5.3,1,"browsed",0
"515","75","musclewood",5.3,1,"stripped",0
"516","75","musclewood",5.3,1,"broken",0
"517","75","musclewood",5.4,1,"browsed",0
"518","75","musclewood",5.4,1,"stripped",0
"519","75","musclewood",5.4,1,"broken",0
"520","75","musclewood",6.8,1,"browsed",0
"521","75","musclewood",6.8,1,"stripped",0
"522","75","musclewood",6.8,1,"broken",0
"523","75","musclewood",7.2,1,"browsed",NA
"524","75","musclewood",7.2,1,"stripped",0
"525","75","musclewood",7.2,1,"broken",0
"526","75","musclewood",7.4,1,"browsed",NA
"527","75","musclewood",7.4,1,"stripped",0
"528","75","musclewood",7.4,1,"broken",0
"529","75","musclewood",7.5,1,"browsed",0
"530","75","musclewood",7.5,1,"stripped",0
"531","75","musclewood",7.5,1,"broken",0
"532","75","musclewood",7.5,1,"browsed",NA
"533","75","musclewood",7.5,1,"stripped",0
"534","75","musclewood",7.5,1,"broken",0
"535","75","musclewood",7.8,1,"browsed",0
"536","75","musclewood",7.8,1,"stripped",0
"537","75","musclewood",7.8,1,"broken",0
"538","75","musclewood",7.9,1,"browsed",NA
"539","75","musclewood",7.9,1,"stripped",0
"540","75","musclewood",7.9,1,"broken",0
"541","75","musclewood",8.1,1,"browsed",NA
"542","75","musclewood",8.1,1,"stripped",0
"543","75","musclewood",8.1,1,"broken",0
"544","75","musclewood",9.7,1,"browsed",NA
"545","75","musclewood",9.7,1,"stripped",0
"546","75","musclewood",9.7,1,"broken",0
"547","75","musclewood",10.1,1,"browsed",NA
"548","75","musclewood",10.1,1,"stripped",0
"549","75","musclewood",10.1,1,"broken",0
"550","75","red maple",6.4,1,"browsed",NA
"551","75","red maple",6.4,1,"stripped",0
"552","75","red maple",6.4,1,"broken",0
"553","75","red maple",8.3,1,"browsed",NA
"554","75","red maple",8.3,1,"stripped",0
"555","75","red maple",8.3,1,"broken",0
"556","75","red maple",12.6,1,"browsed",NA
"557","75","red maple",12.6,1,"stripped",0
"558","75","red maple",12.6,1,"broken",0
"559","75","red maple",33.9,1,"browsed",NA
"560","75","red maple",33.9,1,"stripped",0
"561","75","red maple",33.9,1,"broken",0
"562","75","red oak",4.7,1,"browsed",0
"563","75","red oak",4.7,1,"stripped",0
"564","75","red oak",4.7,1,"broken",0
"565","75","shadbush",3.6,1,"browsed",0
"566","75","shadbush",3.6,1,"stripped",0
"567","75","shadbush",3.6,1,"broken",0
"568","75","white oak",42.2,1,"browsed",NA
"569","75","white oak",42.2,1,"stripped",0
"570","75","white oak",42.2,1,"broken",0
"571","75","white pine",6,1,"browsed",0
"572","75","white pine",6,1,"stripped",0
"573","75","white pine",6,1,"broken",0
"574","75","white pine",15.9,1,"browsed",NA
"575","75","white pine",15.9,1,"stripped",0
"576","75","white pine",15.9,1,"broken",0
"577","80","hemlock",7.2,1,"browsed",NA
"578","80","hemlock",7.2,1,"stripped",0
"579","80","hemlock",7.2,1,"broken",0
"580","80","hemlock",10.2,1,"browsed",NA
"581","80","hemlock",10.2,1,"stripped",0
"582","80","hemlock",10.2,1,"broken",0
"583","80","hemlock",11.4,1,"browsed",0
"584","80","hemlock",11.4,1,"stripped",0
"585","80","hemlock",11.4,1,"broken",0
"586","80","hemlock",13.3,1,"browsed",0
"587","80","hemlock",13.3,1,"stripped",0
"588","80","hemlock",13.3,1,"broken",0
"589","80","hemlock",22.5,1,"browsed",NA
"590","80","hemlock",22.5,1,"stripped",0
"591","80","hemlock",22.5,1,"broken",0
"592","80","hemlock",24.6,1,"browsed",NA
"593","80","hemlock",24.6,1,"stripped",0
"594","80","hemlock",24.6,1,"broken",0
"595","80","hemlock",26.1,1,"browsed",NA
"596","80","hemlock",26.1,1,"stripped",0
"597","80","hemlock",26.1,1,"broken",0
"598","80","hemlock",29.4,1,"browsed",NA
"599","80","hemlock",29.4,1,"stripped",0
"600","80","hemlock",29.4,1,"broken",0
"601","80","hemlock",30.3,1,"browsed",0
"602","80","hemlock",30.3,1,"stripped",0
"603","80","hemlock",30.3,1,"broken",0
"604","80","hemlock",30.4,1,"browsed",NA
"605","80","hemlock",30.4,1,"stripped",0
"606","80","hemlock",30.4,1,"broken",0
"607","80","hemlock",31,1,"browsed",0
"608","80","hemlock",31,1,"stripped",0
"609","80","hemlock",31,1,"broken",0
"610","80","hemlock",39.7,1,"browsed",0
"611","80","hemlock",39.7,1,"stripped",0
"612","80","hemlock",39.7,1,"broken",0
"613","80","red maple",20.1,1,"browsed",NA
"614","80","red maple",20.1,1,"stripped",0
"615","80","red maple",20.1,1,"broken",0
"616","80","red maple",21.9,1,"browsed",NA
"617","80","red maple",21.9,1,"stripped",0
"618","80","red maple",21.9,1,"broken",0
"619","80","white pine",12.8,1,"browsed",NA
"620","80","white pine",12.8,1,"stripped",0
"621","80","white pine",12.8,1,"broken",0
"622","80","white pine",13.2,1,"browsed",NA
"623","80","white pine",13.2,1,"stripped",0
"624","80","white pine",13.2,1,"broken",0
"625","81","black birch",NA,20,"browsed",0
"626","81","black birch",NA,20,"stripped",0
"627","81","black birch",NA,20,"broken",0
"628","81","white oak",NA,1,"browsed",0
"629","81","white oak",NA,1,"stripped",0
"630","81","white oak",NA,1,"broken",0
"631","81","hemlock",5,1,"browsed",0
"632","81","hemlock",5,1,"stripped",0
